start,end,dt,monthly_ocupancy,daily_ocupancy,hourly_ocupancy,monthly_vacant,daily_vacant,hourly_vacant,hourly_freq,daily_freq,holiday_score,date_only
2020-01-03 08:35:00,2020-01-04 08:35:00,24.0,260,2,1,255,4,1,0,-2,0,2020-01-03
2020-01-04 08:25:00,2020-01-05 08:25:00,24.0,260,7,4,255,8,2,2,-1,0,2020-01-04
2020-01-04 09:30:00,2020-01-05 09:30:00,24.0,260,7,2,255,8,2,0,-1,0,2020-01-04
2020-01-05 14:30:00,2020-01-05 16:30:00,2.0,260,15,2,255,8,1,1,7,0,2020-01-05
2020-01-05 21:00:00,2020-01-06 21:00:00,24.0,260,15,1,255,17,1,0,-2,0,2020-01-05
2020-01-06 01:00:00,2020-02-06 01:00:00,744.0,260,20,1,224,10,1,0,10,2,2020-01-06
2020-01-06 07:20:00,2020-01-07 07:20:00,24.0,260,20,7,255,13,4,3,7,2,2020-01-06
2020-01-06 07:30:00,2020-01-10 22:30:00,111.0,260,20,7,255,10,1,6,10,2,2020-01-06
2020-01-06 07:35:00,2020-01-07 07:35:00,24.0,260,20,7,255,13,4,3,7,2,2020-01-06
2020-01-06 08:00:00,2020-01-07 08:00:00,24.0,260,20,7,255,13,5,2,7,2,2020-01-06
2020-01-06 08:15:00,2020-01-07 08:15:00,24.0,260,20,7,255,13,5,2,7,2,2020-01-06
2020-01-06 08:35:00,2020-01-07 08:35:00,24.0,260,20,7,255,13,5,2,7,2,2020-01-06
2020-01-06 08:40:00,2020-01-07 08:40:00,24.0,260,20,7,255,13,5,2,7,2,2020-01-06
2020-01-06 09:10:00,2020-01-07 09:10:00,24.0,260,20,3,255,13,2,1,7,2,2020-01-06
2020-01-06 09:25:00,2020-01-06 13:25:00,4.0,260,20,3,255,17,1,2,3,2,2020-01-06
2020-01-06 09:25:00,2020-01-07 09:25:00,24.0,260,20,3,255,13,2,1,7,2,2020-01-06
2020-01-06 17:50:00,2020-01-09 17:50:00,72.0,260,20,1,255,13,1,0,7,2,2020-01-06
2020-01-07 07:15:00,2020-01-08 07:15:00,24.0,260,15,3,255,20,3,0,-5,0,2020-01-07
2020-01-07 07:55:00,2020-01-08 07:55:00,24.0,260,15,3,255,20,3,0,-5,0,2020-01-07
2020-01-07 08:30:00,2020-01-08 08:30:00,24.0,260,15,7,255,20,8,-1,-5,0,2020-01-07
2020-01-07 08:30:00,2020-01-08 08:30:00,24.0,260,15,7,255,20,8,-1,-5,0,2020-01-07
2020-01-07 08:45:00,2020-01-08 08:45:00,24.0,260,15,7,255,20,8,-1,-5,0,2020-01-07
2020-01-07 09:40:00,2020-01-08 09:40:00,24.0,260,15,4,255,20,3,1,-5,0,2020-01-07
2020-01-08 06:55:00,2020-01-09 06:55:00,24.0,260,17,1,255,13,1,0,4,1,2020-01-08
2020-01-08 07:25:00,2020-01-09 07:25:00,24.0,260,17,5,255,13,2,3,4,1,2020-01-08
2020-01-08 07:40:00,2020-01-11 07:40:00,72.0,260,17,5,255,3,1,4,14,1,2020-01-08
2020-01-08 08:10:00,2020-01-09 08:10:00,24.0,260,17,4,255,13,4,0,4,1,2020-01-08
2020-01-08 08:30:00,2020-01-09 08:30:00,24.0,260,17,4,255,13,4,0,4,1,2020-01-08
2020-01-08 08:35:00,2020-01-09 08:35:00,24.0,260,17,4,255,13,4,0,4,1,2020-01-08
2020-01-08 09:35:00,2020-01-09 09:35:00,24.0,260,17,2,255,13,1,1,4,1,2020-01-08
2020-01-08 12:35:00,2020-01-08 17:35:00,5.0,260,17,2,255,20,1,1,-3,1,2020-01-08
2020-01-08 13:15:00,2020-01-08 14:15:00,1.0,260,17,1,255,20,1,0,-3,1,2020-01-08
2020-01-09 07:15:00,2020-01-10 07:15:00,24.0,260,10,1,255,10,1,0,0,0,2020-01-09
2020-01-09 08:20:00,2020-01-10 08:20:00,24.0,260,10,3,255,10,3,0,0,0,2020-01-09
2020-01-09 08:30:00,2020-01-10 08:30:00,24.0,260,10,3,255,10,3,0,0,0,2020-01-09
2020-01-09 09:30:00,2020-01-10 09:30:00,24.0,260,10,1,255,10,1,0,0,0,2020-01-09
2020-01-09 17:55:00,2020-01-10 17:55:00,24.0,260,10,1,255,10,1,0,0,0,2020-01-09
2020-01-10 09:30:00,2020-01-10 20:30:00,11.0,260,2,2,255,10,1,1,-8,0,2020-01-10
2020-01-11 08:45:00,2020-01-12 08:45:00,24.0,260,8,4,255,11,3,1,-3,5,2020-01-11
2020-01-13 01:00:00,2020-02-13 01:00:00,744.0,260,12,1,224,12,1,0,0,0,2020-01-13
2020-01-13 08:00:00,2020-01-14 08:00:00,24.0,260,12,5,255,10,5,0,2,0,2020-01-13
2020-01-13 08:10:00,2020-01-14 08:10:00,24.0,260,12,5,255,10,5,0,2,0,2020-01-13
2020-01-13 08:15:00,2020-01-14 08:15:00,24.0,260,12,5,255,10,5,0,2,0,2020-01-13
2020-01-13 09:50:00,2020-01-14 09:50:00,24.0,260,12,2,255,10,1,1,2,0,2020-01-13
2020-01-14 08:05:00,2020-01-17 08:05:00,72.0,260,13,6,255,7,4,2,6,0,2020-01-14
2020-01-14 08:25:00,2020-01-15 08:25:00,24.0,260,13,6,255,14,5,1,-1,0,2020-01-14
2020-01-14 09:05:00,2020-01-15 09:05:00,24.0,260,13,4,255,14,4,0,-1,0,2020-01-14
2020-01-14 15:40:00,2020-01-15 15:40:00,24.0,260,13,1,255,14,1,0,-1,0,2020-01-14
2020-01-15 07:45:00,2020-01-16 07:45:00,24.0,260,15,3,255,11,2,1,4,0,2020-01-15
2020-01-15 07:50:00,2020-01-16 07:50:00,24.0,260,15,3,255,11,2,1,4,0,2020-01-15
2020-01-15 08:00:00,2020-01-16 08:00:00,24.0,260,15,9,255,11,9,0,4,0,2020-01-15
2020-01-15 08:10:00,2020-01-16 08:10:00,24.0,260,15,9,255,11,9,0,4,0,2020-01-15
2020-01-15 08:25:00,2020-01-16 08:25:00,24.0,260,15,9,255,11,9,0,4,0,2020-01-15
2020-01-15 08:45:00,2020-01-16 08:45:00,24.0,260,15,9,255,11,9,0,4,0,2020-01-15
2020-01-15 09:10:00,2020-01-18 09:10:00,72.0,260,15,2,255,6,2,0,9,0,2020-01-15
2020-01-16 08:15:00,2020-01-17 08:15:00,24.0,260,5,3,255,7,4,-1,-2,0,2020-01-16
2020-01-16 08:30:00,2020-01-17 08:30:00,24.0,260,5,3,255,7,4,-1,-2,0,2020-01-16
2020-01-16 17:45:00,2020-01-17 17:45:00,24.0,260,5,1,255,7,1,0,-2,0,2020-01-16
2020-01-17 07:10:00,2020-01-18 07:10:00,24.0,260,5,2,255,6,2,0,-1,0,2020-01-17
2020-01-17 07:50:00,2020-01-18 07:50:00,24.0,260,5,2,255,6,2,0,-1,0,2020-01-17
2020-01-17 08:25:00,2020-01-18 08:25:00,24.0,260,5,2,255,6,2,0,-1,0,2020-01-17
2020-01-17 08:30:00,2020-01-18 08:30:00,24.0,260,5,2,255,6,2,0,-1,0,2020-01-17
2020-01-17 09:15:00,2020-01-18 09:15:00,24.0,260,5,1,255,6,2,-1,-1,0,2020-01-17
2020-01-20 08:05:00,2020-01-21 08:05:00,24.0,260,8,5,255,8,5,0,0,0,2020-01-20
2020-01-20 08:20:00,2020-01-21 08:20:00,24.0,260,8,5,255,8,5,0,0,0,2020-01-20
2020-01-20 08:30:00,2020-01-21 08:30:00,24.0,260,8,5,255,8,5,0,0,0,2020-01-20
2020-01-20 09:30:00,2020-01-26 19:30:00,154.0,260,8,2,255,3,1,1,5,0,2020-01-20
2020-01-20 13:35:00,2020-01-21 13:35:00,24.0,260,8,1,255,8,1,0,0,0,2020-01-20
2020-01-21 08:05:00,2020-01-22 08:05:00,24.0,260,11,5,255,10,5,0,1,0,2020-01-21
2020-01-21 08:30:00,2020-01-22 08:30:00,24.0,260,11,5,255,10,5,0,1,0,2020-01-21
2020-01-21 10:00:00,2020-01-22 10:00:00,24.0,260,11,2,255,10,1,1,1,0,2020-01-21
2020-01-21 10:20:00,2020-01-24 21:20:00,83.0,260,11,2,255,8,1,1,3,0,2020-01-21
2020-01-21 11:25:00,2020-01-22 11:25:00,24.0,260,11,1,255,10,1,0,1,0,2020-01-21
2020-01-21 13:15:00,2020-01-22 13:15:00,24.0,260,11,1,255,10,1,0,1,0,2020-01-21
2020-01-21 18:45:00,2020-01-21 19:45:00,1.0,260,11,1,255,8,1,0,3,0,2020-01-21
2020-01-22 07:50:00,2020-01-23 07:50:00,24.0,260,6,1,255,5,1,0,1,0,2020-01-22
2020-01-22 08:30:00,2020-01-23 08:30:00,24.0,260,6,2,255,5,2,0,1,0,2020-01-22
2020-01-22 09:00:00,2020-01-23 09:00:00,24.0,260,6,1,255,5,1,0,1,0,2020-01-22
2020-01-22 13:15:00,2020-01-22 14:15:00,1.0,260,6,2,255,10,1,1,-4,0,2020-01-22
2020-01-22 13:30:00,2020-01-23 13:30:00,24.0,260,6,2,255,5,1,1,1,0,2020-01-22
2020-01-23 09:00:00,2020-01-24 09:00:00,24.0,260,5,4,255,8,5,-1,-3,0,2020-01-23
2020-01-23 09:05:00,2020-01-24 09:05:00,24.0,260,5,4,255,8,5,-1,-3,0,2020-01-23
2020-01-23 09:15:00,2020-01-24 09:15:00,24.0,260,5,4,255,8,5,-1,-3,0,2020-01-23
2020-01-23 09:30:00,2020-01-24 09:30:00,24.0,260,5,4,255,8,5,-1,-3,0,2020-01-23
2020-01-23 17:40:00,2020-01-24 17:40:00,24.0,260,5,1,255,8,1,0,-3,0,2020-01-23
2020-01-24 01:00:00,2020-02-24 01:00:00,744.0,260,8,1,224,3,1,0,5,0,2020-01-24
2020-01-24 07:30:00,2020-01-25 07:30:00,24.0,260,8,2,255,5,2,0,3,0,2020-01-24
2020-01-24 07:50:00,2020-01-25 07:50:00,24.0,260,8,2,255,5,2,0,3,0,2020-01-24
2020-01-24 08:25:00,2020-01-25 08:25:00,24.0,260,8,2,255,5,1,1,3,0,2020-01-24
2020-01-24 08:55:00,2020-01-24 09:55:00,1.0,260,8,2,255,8,5,-3,0,0,2020-01-24
2020-01-24 09:10:00,2020-01-24 10:10:00,1.0,260,8,2,255,8,1,1,0,0,2020-01-24
2020-01-24 09:15:00,2020-01-25 09:15:00,24.0,260,8,2,255,5,1,1,3,0,2020-01-24
2020-01-24 10:05:00,2020-01-25 10:05:00,24.0,260,8,1,255,5,1,0,3,0,2020-01-24
2020-01-27 07:00:00,2020-01-27 16:00:00,9.0,260,10,2,255,6,2,0,4,0,2020-01-27
2020-01-27 07:50:00,2020-01-28 07:50:00,24.0,260,10,2,255,8,1,1,2,0,2020-01-27
2020-01-27 08:10:00,2020-01-28 08:10:00,24.0,260,10,4,255,8,4,0,2,0,2020-01-27
2020-01-27 08:40:00,2020-01-28 08:40:00,24.0,260,10,4,255,8,4,0,2,0,2020-01-27
2020-01-27 15:50:00,2020-01-27 21:50:00,6.0,260,10,1,255,6,1,0,4,0,2020-01-27
2020-01-28 07:30:00,2020-01-29 07:30:00,24.0,260,13,3,255,12,3,0,1,0,2020-01-28
2020-01-28 08:05:00,2020-01-29 08:05:00,24.0,260,13,6,255,12,5,1,1,0,2020-01-28
2020-01-28 08:35:00,2020-01-29 08:35:00,24.0,260,13,6,255,12,5,1,1,0,2020-01-28
2020-01-28 08:35:00,2020-01-29 08:35:00,24.0,260,13,6,255,12,5,1,1,0,2020-01-28
2020-01-28 09:00:00,2020-01-29 09:00:00,24.0,260,13,2,255,12,2,0,1,0,2020-01-28
2020-01-28 09:20:00,2020-01-29 09:20:00,24.0,260,13,2,255,12,2,0,1,0,2020-01-28
2020-01-29 08:05:00,2020-01-30 08:05:00,24.0,260,7,4,255,7,4,0,0,0,2020-01-29
2020-01-29 08:10:00,2020-01-30 08:10:00,24.0,260,7,4,255,7,4,0,0,0,2020-01-29
2020-01-29 08:35:00,2020-01-30 08:35:00,24.0,260,7,4,255,7,4,0,0,0,2020-01-29
2020-01-29 09:10:00,2020-01-30 09:10:00,24.0,260,7,1,255,7,1,0,0,0,2020-01-29
2020-01-29 10:00:00,2020-01-30 10:00:00,24.0,260,7,1,255,7,1,0,0,0,2020-01-29
2020-01-30 07:00:00,2020-01-30 17:00:00,10.0,260,14,1,255,7,1,0,7,0,2020-01-30
2020-01-30 08:05:00,2020-01-31 08:05:00,24.0,260,14,7,255,17,7,0,-3,0,2020-01-30
2020-01-30 08:10:00,2020-01-31 08:10:00,24.0,260,14,7,255,17,7,0,-3,0,2020-01-30
2020-01-30 08:30:00,2020-01-31 08:30:00,24.0,260,14,7,255,17,7,0,-3,0,2020-01-30
2020-01-30 08:35:00,2020-01-31 08:35:00,24.0,260,14,7,255,17,7,0,-3,0,2020-01-30
2020-01-30 08:40:00,2020-01-31 08:40:00,24.0,260,14,7,255,17,7,0,-3,0,2020-01-30
2020-01-30 08:40:00,2020-01-31 08:40:00,24.0,260,14,7,255,17,7,0,-3,0,2020-01-30
2020-01-30 08:50:00,2020-01-31 08:50:00,24.0,260,14,7,255,17,7,0,-3,0,2020-01-30
2020-01-30 09:00:00,2020-01-31 09:00:00,24.0,260,14,2,255,17,2,0,-3,0,2020-01-30
2020-01-30 09:10:00,2020-01-31 09:10:00,24.0,260,14,2,255,17,2,0,-3,0,2020-01-30
2020-01-30 17:40:00,2020-01-31 17:40:00,24.0,260,14,1,255,17,2,-1,-3,0,2020-01-30
2020-01-31 07:00:00,2020-01-31 17:00:00,10.0,260,9,1,255,17,2,-1,-8,0,2020-01-31
2020-01-31 08:15:00,2020-02-01 08:15:00,24.0,260,9,2,224,7,2,0,2,0,2020-01-31
2020-01-31 08:25:00,2020-02-01 08:25:00,24.0,260,9,2,224,7,2,0,2,0,2020-01-31
2020-01-31 09:05:00,2020-02-01 09:05:00,24.0,260,9,3,224,7,3,0,2,0,2020-01-31
2020-01-31 09:20:00,2020-02-01 09:20:00,24.0,260,9,3,224,7,3,0,2,0,2020-01-31
2020-01-31 09:30:00,2020-02-01 09:30:00,24.0,260,9,3,224,7,3,0,2,0,2020-01-31
2020-01-31 10:10:00,2020-01-31 12:10:00,2.0,260,9,1,255,17,2,-1,-8,0,2020-01-31
2020-02-01 07:20:00,2020-02-01 17:20:00,10.0,219,9,2,224,7,1,1,2,2,2020-02-01
2020-02-01 08:20:00,2020-02-02 08:20:00,24.0,219,9,3,224,7,2,1,2,2,2020-02-01
2020-02-01 13:05:00,2020-02-02 13:05:00,24.0,219,9,1,224,7,1,0,2,2,2020-02-01
2020-02-03 08:15:00,2020-02-10 08:15:00,168.0,219,9,4,224,3,1,3,6,0,2020-02-03
2020-02-03 08:20:00,2020-02-04 08:20:00,24.0,219,9,4,224,8,3,1,1,0,2020-02-03
2020-02-03 08:25:00,2020-02-04 08:25:00,24.0,219,9,4,224,8,3,1,1,0,2020-02-03
2020-02-04 07:40:00,2020-02-05 07:40:00,24.0,219,12,2,224,12,2,0,0,0,2020-02-04
2020-02-04 07:45:00,2020-02-05 07:45:00,24.0,219,12,2,224,12,2,0,0,0,2020-02-04
2020-02-04 08:25:00,2020-02-08 08:25:00,96.0,219,12,4,224,9,4,0,3,0,2020-02-04
2020-02-04 08:35:00,2020-02-05 08:35:00,24.0,219,12,4,224,12,3,1,0,0,2020-02-04
2020-02-04 09:25:00,2020-02-05 09:25:00,24.0,219,12,3,224,12,3,0,0,0,2020-02-04
2020-02-04 09:40:00,2020-02-05 09:40:00,24.0,219,12,3,224,12,3,0,0,0,2020-02-04
2020-02-04 09:55:00,2020-02-05 09:55:00,24.0,219,12,3,224,12,3,0,0,0,2020-02-04
2020-02-04 12:50:00,2020-02-05 12:50:00,24.0,219,12,2,224,12,2,0,0,0,2020-02-04
2020-02-05 07:25:00,2020-02-06 07:25:00,24.0,219,12,3,224,10,3,0,2,0,2020-02-05
2020-02-05 07:45:00,2020-02-06 07:45:00,24.0,219,12,3,224,10,3,0,2,0,2020-02-05
2020-02-05 07:55:00,2020-02-06 07:55:00,24.0,219,12,3,224,10,3,0,2,0,2020-02-05
2020-02-05 08:00:00,2020-02-06 08:00:00,24.0,219,12,4,224,10,4,0,2,0,2020-02-05
2020-02-05 08:20:00,2020-02-06 08:20:00,24.0,219,12,4,224,10,4,0,2,0,2020-02-05
2020-02-05 09:00:00,2020-02-06 09:00:00,24.0,219,12,2,224,10,2,0,2,0,2020-02-05
2020-02-05 09:20:00,2020-02-06 09:20:00,24.0,219,12,2,224,10,2,0,2,0,2020-02-05
2020-02-05 17:45:00,2020-02-05 23:45:00,6.0,219,12,1,224,12,1,0,0,0,2020-02-05
2020-02-06 01:00:00,2020-03-06 01:00:00,696.0,219,10,1,129,12,1,0,-2,0,2020-02-06
2020-02-06 07:10:00,2020-02-07 07:10:00,24.0,219,10,3,224,11,3,0,-1,0,2020-02-06
2020-02-06 07:25:00,2020-02-07 07:25:00,24.0,219,10,3,224,11,3,0,-1,0,2020-02-06
2020-02-06 07:55:00,2020-02-07 07:55:00,24.0,219,10,3,224,11,3,0,-1,0,2020-02-06
2020-02-06 08:10:00,2020-02-07 08:10:00,24.0,219,10,2,224,11,2,0,-1,0,2020-02-06
2020-02-06 08:45:00,2020-02-07 08:45:00,24.0,219,10,2,224,11,2,0,-1,0,2020-02-06
2020-02-06 09:10:00,2020-02-07 09:10:00,24.0,219,10,3,224,11,3,0,-1,0,2020-02-06
2020-02-06 09:15:00,2020-02-07 09:15:00,24.0,219,10,3,224,11,3,0,-1,0,2020-02-06
2020-02-06 09:20:00,2020-02-07 09:20:00,24.0,219,10,3,224,11,3,0,-1,0,2020-02-06
2020-02-06 11:50:00,2020-02-07 11:50:00,24.0,219,10,1,224,11,1,0,-1,0,2020-02-06
2020-02-07 07:25:00,2020-02-08 00:25:00,17.0,219,6,1,224,9,1,0,-3,0,2020-02-07
2020-02-07 08:25:00,2020-02-08 08:25:00,24.0,219,6,3,224,9,4,-1,-3,0,2020-02-07
2020-02-07 08:25:00,2020-02-08 08:25:00,24.0,219,6,3,224,9,4,-1,-3,0,2020-02-07
2020-02-07 08:30:00,2020-02-08 08:30:00,24.0,219,6,3,224,9,4,-1,-3,0,2020-02-07
2020-02-07 10:05:00,2020-02-08 10:05:00,24.0,219,6,1,224,9,1,0,-3,0,2020-02-07
2020-02-07 16:40:00,2020-02-07 17:40:00,1.0,219,6,1,224,11,1,0,-5,0,2020-02-07
2020-02-08 08:25:00,2020-02-09 08:25:00,24.0,219,7,3,224,6,2,1,1,0,2020-02-08
2020-02-09 10:20:00,2020-02-10 10:20:00,24.0,219,3,1,224,3,1,0,0,0,2020-02-09
2020-02-10 00:20:00,2020-02-14 00:20:00,96.0,219,14,1,224,8,1,0,6,0,2020-02-10
2020-02-10 06:20:00,2020-02-11 06:20:00,24.0,219,14,1,224,12,1,0,2,0,2020-02-10
2020-02-10 07:40:00,2020-02-11 07:40:00,24.0,219,14,1,224,12,1,0,2,0,2020-02-10
2020-02-10 08:15:00,2020-02-11 08:15:00,24.0,219,14,6,224,12,5,1,2,0,2020-02-10
2020-02-10 08:15:00,2020-02-11 18:15:00,34.0,219,14,6,224,12,1,5,2,0,2020-02-10
2020-02-10 08:30:00,2020-02-11 08:30:00,24.0,219,14,6,224,12,5,1,2,0,2020-02-10
2020-02-10 09:05:00,2020-02-11 09:05:00,24.0,219,14,2,224,12,2,0,2,0,2020-02-10
2020-02-10 10:15:00,2020-02-14 21:15:00,107.0,219,14,1,224,8,1,0,6,0,2020-02-10
2020-02-10 12:40:00,2020-02-11 12:40:00,24.0,219,14,1,224,12,1,0,2,0,2020-02-10
2020-02-11 06:50:00,2020-02-12 06:50:00,24.0,219,11,1,224,10,1,0,1,5,2020-02-11
2020-02-11 07:55:00,2020-02-12 07:55:00,24.0,219,11,2,224,10,2,0,1,5,2020-02-11
2020-02-11 08:15:00,2020-02-12 08:15:00,24.0,219,11,4,224,10,4,0,1,5,2020-02-11
2020-02-11 08:20:00,2020-02-12 08:20:00,24.0,219,11,4,224,10,4,0,1,5,2020-02-11
2020-02-11 08:30:00,2020-02-12 08:30:00,24.0,219,11,4,224,10,4,0,1,5,2020-02-11
2020-02-11 08:55:00,2020-02-12 08:55:00,24.0,219,11,4,224,10,4,0,1,5,2020-02-11
2020-02-11 14:00:00,2020-02-11 19:00:00,5.0,219,11,1,224,12,1,0,-1,5,2020-02-11
2020-02-11 15:10:00,2020-02-12 15:10:00,24.0,219,11,2,224,10,2,0,1,5,2020-02-11
2020-02-12 07:25:00,2020-02-13 07:25:00,24.0,219,12,3,224,12,3,0,0,0,2020-02-12
2020-02-12 07:30:00,2020-02-13 07:30:00,24.0,219,12,3,224,12,3,0,0,0,2020-02-12
2020-02-12 08:10:00,2020-02-13 08:10:00,24.0,219,12,6,224,12,5,1,0,0,2020-02-12
2020-02-12 08:25:00,2020-02-13 08:25:00,24.0,219,12,6,224,12,5,1,0,0,2020-02-12
2020-02-12 08:35:00,2020-02-13 08:35:00,24.0,219,12,6,224,12,5,1,0,0,2020-02-12
2020-02-12 09:25:00,2020-02-13 09:25:00,24.0,219,12,2,224,12,2,0,0,0,2020-02-12
2020-02-13 06:45:00,2020-02-14 06:45:00,24.0,219,6,1,224,8,1,0,-2,0,2020-02-13
2020-02-13 08:10:00,2020-02-14 08:10:00,24.0,219,6,2,224,8,2,0,-2,0,2020-02-13
2020-02-13 08:45:00,2020-02-14 08:45:00,24.0,219,6,2,224,8,2,0,-2,0,2020-02-13
2020-02-13 09:05:00,2020-02-14 09:05:00,24.0,219,6,1,224,8,1,0,-2,0,2020-02-13
2020-02-14 07:30:00,2020-02-15 07:30:00,24.0,219,2,1,224,5,1,0,-3,5,2020-02-14
2020-02-14 08:30:00,2020-02-15 08:30:00,24.0,219,2,1,224,5,1,0,-3,5,2020-02-14
2020-02-15 08:25:00,2020-02-16 08:25:00,24.0,219,8,3,224,6,2,1,2,0,2020-02-15
2020-02-17 07:00:00,2020-02-22 19:00:00,132.0,219,10,4,224,6,1,3,4,0,2020-02-17
2020-02-17 07:20:00,2020-02-18 07:20:00,24.0,219,10,4,224,11,3,1,-1,0,2020-02-17
2020-02-17 07:45:00,2020-02-18 07:45:00,24.0,219,10,4,224,11,3,1,-1,0,2020-02-17
2020-02-17 09:05:00,2020-02-18 09:05:00,24.0,219,10,2,224,11,2,0,-1,0,2020-02-17
2020-02-17 13:40:00,2020-02-18 13:40:00,24.0,219,10,1,224,11,1,0,-1,0,2020-02-17
2020-02-18 08:30:00,2020-02-19 08:30:00,24.0,219,11,5,224,10,4,1,1,0,2020-02-18
2020-02-18 08:30:00,2020-02-19 08:30:00,24.0,219,11,5,224,10,4,1,1,0,2020-02-18
2020-02-18 08:55:00,2020-02-19 08:55:00,24.0,219,11,5,224,10,4,1,1,0,2020-02-18
2020-02-18 12:35:00,2020-02-19 12:35:00,24.0,219,11,1,224,10,1,0,1,0,2020-02-18
2020-02-19 06:45:00,2020-02-20 06:45:00,24.0,219,12,1,224,10,1,0,2,0,2020-02-19
2020-02-19 08:30:00,2020-02-20 08:30:00,24.0,219,12,5,224,10,5,0,2,0,2020-02-19
2020-02-19 08:30:00,2020-02-20 08:30:00,24.0,219,12,5,224,10,5,0,2,0,2020-02-19
2020-02-19 09:05:00,2020-02-20 09:05:00,24.0,219,12,3,224,10,3,0,2,0,2020-02-19
2020-02-19 11:15:00,2020-02-19 15:15:00,4.0,219,12,1,224,10,1,0,2,0,2020-02-19
2020-02-19 13:05:00,2020-02-20 13:05:00,24.0,219,12,1,224,10,1,0,2,0,2020-02-19
2020-02-20 08:15:00,2020-02-21 08:15:00,24.0,219,7,3,224,9,3,0,-2,0,2020-02-20
2020-02-20 08:25:00,2020-02-21 08:25:00,24.0,219,7,3,224,9,3,0,-2,0,2020-02-20
2020-02-20 08:30:00,2020-02-21 08:30:00,24.0,219,7,3,224,9,3,0,-2,0,2020-02-20
2020-02-20 09:00:00,2020-02-21 09:00:00,24.0,219,7,1,224,9,1,0,-2,0,2020-02-20
2020-02-20 14:40:00,2020-02-21 14:40:00,24.0,219,7,1,224,9,1,0,-2,0,2020-02-20
2020-02-20 16:10:00,2020-02-21 16:10:00,24.0,219,7,1,224,9,1,0,-2,0,2020-02-20
2020-02-20 17:40:00,2020-02-21 17:40:00,24.0,219,7,1,224,9,1,0,-2,0,2020-02-20
2020-02-21 06:35:00,2020-02-22 06:35:00,24.0,219,6,1,224,6,1,0,0,0,2020-02-21
2020-02-21 08:45:00,2020-02-22 08:45:00,24.0,219,6,2,224,6,2,0,0,0,2020-02-21
2020-02-21 08:55:00,2020-02-22 08:55:00,24.0,219,6,2,224,6,2,0,0,0,2020-02-21
2020-02-21 18:15:00,2020-02-21 19:15:00,1.0,219,6,1,224,9,1,0,-3,0,2020-02-21
2020-02-22 08:30:00,2020-02-23 08:30:00,24.0,219,6,3,224,5,3,0,1,0,2020-02-22
2020-02-22 08:50:00,2020-02-23 08:50:00,24.0,219,6,3,224,5,3,0,1,0,2020-02-22
2020-02-22 13:00:00,2020-02-22 15:00:00,2.0,219,6,1,224,6,1,0,0,0,2020-02-22
2020-02-23 11:00:00,2020-02-24 21:00:00,34.0,219,2,1,224,3,1,0,-1,0,2020-02-23
2020-02-23 21:00:00,2020-02-28 21:00:00,120.0,219,2,1,224,11,2,-1,-9,0,2020-02-23
2020-02-24 07:30:00,2020-02-24 16:30:00,9.0,219,6,1,224,3,1,0,3,0,2020-02-24
2020-02-24 08:00:00,2020-02-25 08:00:00,24.0,219,6,3,224,6,3,0,0,0,2020-02-24
2020-02-24 08:05:00,2020-02-25 08:05:00,24.0,219,6,3,224,6,3,0,0,0,2020-02-24
2020-02-24 08:35:00,2020-02-25 08:35:00,24.0,219,6,3,224,6,3,0,0,0,2020-02-24
2020-02-24 09:10:00,2020-02-25 09:10:00,24.0,219,6,1,224,6,1,0,0,0,2020-02-24
2020-02-24 15:15:00,2020-02-25 15:15:00,24.0,219,6,1,224,6,1,0,0,0,2020-02-24
2020-02-25 07:20:00,2020-02-26 07:20:00,24.0,219,8,1,224,7,1,0,1,0,2020-02-25
2020-02-25 08:10:00,2020-02-26 08:10:00,24.0,219,8,3,224,7,3,0,1,0,2020-02-25
2020-02-25 08:15:00,2020-02-26 08:15:00,24.0,219,8,3,224,7,3,0,1,0,2020-02-25
2020-02-25 08:40:00,2020-02-26 08:40:00,24.0,219,8,3,224,7,3,0,1,0,2020-02-25
2020-02-25 09:00:00,2020-02-26 09:00:00,24.0,219,8,3,224,7,2,1,1,0,2020-02-25
2020-02-25 09:10:00,2020-02-25 19:10:00,10.0,219,8,3,224,6,1,2,2,0,2020-02-25
2020-02-25 09:20:00,2020-02-26 09:20:00,24.0,219,8,3,224,7,2,1,1,0,2020-02-25
2020-02-25 12:10:00,2020-02-26 12:10:00,24.0,219,8,1,224,7,1,0,1,0,2020-02-25
2020-02-26 00:15:00,2020-02-27 00:15:00,24.0,219,7,1,224,7,1,0,0,0,2020-02-26
2020-02-26 07:25:00,2020-02-27 07:25:00,24.0,219,7,2,224,7,2,0,0,0,2020-02-26
2020-02-26 07:25:00,2020-02-27 07:25:00,24.0,219,7,2,224,7,2,0,0,0,2020-02-26
2020-02-26 08:30:00,2020-02-27 08:30:00,24.0,219,7,3,224,7,3,0,0,0,2020-02-26
2020-02-26 08:30:00,2020-02-27 08:30:00,24.0,219,7,3,224,7,3,0,0,0,2020-02-26
2020-02-26 08:45:00,2020-02-27 08:45:00,24.0,219,7,3,224,7,3,0,0,0,2020-02-26
2020-02-26 09:10:00,2020-02-28 21:10:00,60.0,219,7,1,224,11,2,-1,-4,0,2020-02-26
2020-02-27 01:00:00,2020-03-27 01:00:00,696.0,219,10,1,129,8,1,0,2,0,2020-02-27
2020-02-27 07:05:00,2020-02-28 07:05:00,24.0,219,10,1,224,11,1,0,-1,0,2020-02-27
